code,tot_pop,region,num_empty,sub,bus,num_park,type_new,prop_type_im1,prop_type_im2,prop_type_im3,prop_type_im4,prop_type_im5,prop_type_im6,prop_type_im7,prop_type_im8,prop_type_im9,prop_type_im10,prop_areaL21,prop_areaL29,prop_areaL36,prop_areaL39,prop_areaL46,prop_areaL59,prop_areaU59,prop_type_qual1,prop_type_qual2,prop_type_qual3,prop_type_qual4,prop_type_qual5,prop_type_qual6,prop_type_qual7,prop_type_qual8,prop_type_qual9,prop_type_qual10,prop_type_qual11,prop_type_qual12,prop_type_qual13,prop_type_qual14,Mlog_fee_deposit,Mlog_fee_rent,target
C2245,212,3,22,0,1,114,0,0,0,0,0,0,0,0,0,0,1,0.285714286,0.428571429,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.74058798,10.26731367,98
C2059,26,2,1,1,3,13,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.14632124,11.66134547,13
C2549,202,14,17,0,2,141,0,0,0,0,0,0,0,0,0,0,1,0.2,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.04235455,11.58151826,165
C1584,1227,2,40,0,3,857,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.56924098,12.18075484,507
C2298,581,7,21,0,3,408,0,0,0,0,0,0,0,0,0,0,1,0.2,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.01499967,11.6784399,444
C2225,1206,3,46,0,3,842,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.766004,10.26731367,448
C2328,1077,16,4,0,2,1239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.59970019,12.87390202,1374
C1045,464,1,13,0,2,288,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.4302353,11.8870035,266
C1207,100,5,10,0,6,54,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.94367362,11.67810086,59
C1970,214,5,16,0,6,108,0,0,0,0,0,0,0,0,0,0,1,0.2,0.6,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.05434586,11.78881326,159
C1732,266,5,17,0,3,188,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.166666667,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.76124138,11.51164891,267
C2433,511,2,19,0,2,389,0,0,0,0,0,0,0,0,0,0,1,0.4,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.13477456,11.68687877,130
C1156,1004,16,46,0,3,700,0,0,0,0,0,0,0,0,0,0,1,0.25,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.03086258,10.47078802,505
C2142,954,11,41,0,5,772,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.37973572,12.03931434,396
C2153,362,12,20,0,3,345,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.14841464,11.98750909,280
C2186,924,6,0,0,8,664,0,0,0,0,0,0,0.666666667,0.333333333,0,0,0,0,0.666666667,0,0.166666667,0.166666667,0,0,0,0,0.333333333,0,0,0,0,0.666666667,0,0,0,0,0,0,16.53395195,11.57147621,744
C1176,1486,16,46,0,3,1493,0,0,0,0,0,0,1,0,0,0,0,0,0.25,0,0.5,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.71363,12.09664833,619
C2446,2200,2,32,0,5,1570,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.64450193,12.16384276,1204
C2586,90,14,7,0,3,66,0,0,0,0,0,0,0,0,0,0,1,0.2,0.6,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.0736071,11.6127708,57
C2035,492,1,24,0,1,521,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0,0.4,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.55635058,12.10071213,246
C2020,40,8,7,1,2,25,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.14771507,11.81547152,19
C2437,90,16,12,0,1,30,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.15211053,11.58552516,16
C2532,239,1,7,0,1,166,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.45492497,11.86576306,146
